team,position,full_name,gsis_id,week,touches,snap_share,rush_share,target_share,weighted_opp_share,total_touchdowns,delta_touches,touches_3wk_avg,touches_trend_3v7,snap_share_3wk_avg,snap_share_trend_3v7,fantasy_ppr_3wk_avg,fantasy_ppr_trend_3v7,tds_3wk_avg,tds_trend_3v7,rush_ypc,rush_yoe_per_att,rush_yoe_per_game,stacked_box_rate,catch_rate,rec_yards_per_target,avg_yac_above_expectation,team_implied_points,is_favored,abs_spread,def_rush_ypa_allowed,def_rb_carries_allowed,def_rb_receptions_allowed,def_rb_touchdowns_allowed,def_rb_fantasy_points_allowed,years_exp_filled,is_rookie,is_undrafted,draft_number_filled
HOU,RB,Jakob Johnson,00-0035726,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,1,5.5,5.00,21.77,3.77,1.230.15,20.00,6,0,1,275.0
HOU,RB,Jakob Johnson,00-0035726,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,1,3.0,3.79,19.46,4.00,0.770.08,14.08,6,0,1,275.0
HOU,RB,Jakob Johnson,00-0035726,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0,5.5,3.79,19.46,4.00,0.770.08,14.08,6,0,1,275.0
HOU,RB,Jakob Johnson,00-0035726,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,0,2.5,4.23,18.46,4.54,0.690.31,17.85,6,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,8,8.0,0.36,0.2857142857142857,0.0,8.0,0.0,-11.0,20.666666666666668,3.9523809523809526,0.5666666666666668,0.07380952380952388,16.633333333333336,2.347619047619048,0.3333333333333333,-0.09523809523809523,6.75,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1,7.0,5.00,21.77,3.77,1.230.15,20.00,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,5,27.0,0.67,0.71875,0.13333333333333333,35.0,1.0,17.0,16.0,3.8000000000000007,0.48666666666666664,0.06866666666666665,15.733333333333336,4.993333333333336,0.6666666666666666,0.2666666666666666,8.956521739130435,5.011975970811925,115.27544732867426,30.434782608695656,0.75,7.0,0.0,26.25,1,1.5,4.72,22.38,4.54,0.460.08,15.92,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,11,26.0,0.82,0.76,0.15555555555555556,40.0,0.0,5.0,25.0,1.571428571428573,0.7766666666666667,0.10523809523809524,19.46666666666667,-0.6333333333333329,1.0,0.2857142857142857,2.3684210526315788,-0.674525808812834,-12.815990367443845,21.052631578947366,0.7142857142857143,7.857142857142857,0.0,30.75,1,4.5,4.87,21.69,4.77,0.920.15,18.31,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,13,20.0,0.42,0.45,0.1,24.0,0.0,10.0,18.666666666666668,-0.1904761904761898,0.63,0.027142857142857135,12.1,-1.571428571428573,0.0,-0.42857142857142855,3.2222222222222223,-0.11100304994157284,-1.9980548989483111,27.77777777777778,1.0,10.5,0.0,34.5,1,10.0,3.77,20.92,4.69,0.150.15,11.54,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,9,28.0,0.72,0.7575757575757576,0.15,34.0,2.0,20.0,18.333333333333332,-1.3809523809523832,0.5133333333333333,-0.04095238095238096,14.700000000000001,-3.1857142857142886,0.6666666666666666,-0.04761904761904767,5.2,1.7535491276984032,43.83872819246008,32.0,0.6666666666666666,3.6666666666666665,0.0,20.75,1,12.5,4.87,21.69,4.77,0.920.15,18.31,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,12,10.0,0.65,0.46153846153846156,0.13793103448275862,18.0,0.0,-16.0,19.0,-2.0,0.7533333333333333,0.08476190476190482,13.9,-3.200000000000001,0.3333333333333333,-0.23809523809523808,6.333333333333333,0.0,0.0,0.0,1.0,9.0,0.0,18.25,1,7.5,4.87,21.69,4.77,0.920.15,18.31,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,2,7.0,0.29,0.3157894736842105,0.01818181818181818,9.0,0.0,1.0,6.5,0.0,0.315,0.0,3.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,1.0,10.0,0.0,28.0,1,7.0,4.87,21.69,4.77,0.920.15,18.31,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,1,6.0,0.34,0.12,0.08571428571428572,12.0,0.0,0.0,6.0,0.0,0.34,0.0,3.6,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.6666666666666666,1.3333333333333333,0.0,20.25,1,4.5,4.87,21.69,4.77,0.920.15,18.31,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,3,11.0,0.4,0.3333333333333333,0.041666666666666664,13.0,1.0,4.0,8.0,0.0,0.3433333333333333,0.0,5.766666666666667,0.0,0.3333333333333333,0.0,3.0,-2.52023806337694,-25.2023806337694,40.0,1.0,8.0,0.0,17.75,1,5.5,4.44,22.38,4.54,0.620.31,17.38,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,10,21.0,0.79,0.782608695652174,0.12,27.0,1.0,-7.0,19.0,-2.1428571428571423,0.6233333333333334,0.01333333333333342,16.266666666666666,-2.2619047619047663,1.0,0.2857142857142857,2.9444444444444446,-0.37312429812014103,-6.716237366162538,11.11111111111111,1.0,3.3333333333333335,0.0,9.25,0,5.5,4.25,26.54,3.23,0.770.23,18.85,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,6,35.0,0.88,0.7894736842105263,0.2,45.0,1.0,8.0,24.0,8.0,0.6466666666666667,0.15166666666666667,23.433333333333337,8.833333333333336,0.6666666666666666,0.16666666666666663,6.1,1.1767282132757042,35.301846398271124,13.333333333333334,0.8,11.2,0.0,30.0,1,3.0,4.72,19.77,5.38,0.850.23,19.15,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,7,19.0,0.46,0.4722222222222222,0.0625,23.0,0.0,-16.0,27.0,10.571428571428573,0.67,0.18,25.633333333333336,11.604761904761906,0.6666666666666666,0.23809523809523808,4.647058823529412,0.9368560135067634,15.926552229614977,17.647058823529413,0.5,8.5,0.0,10.25,1,1.5,4.87,21.69,4.77,0.920.15,18.31,5,0,1,275.0
CAR,RB,Rico Dowdle,00-0036139,4,10.0,0.39,0.32142857142857145,0.027777777777777776,12.0,0.0,-1.0,9.333333333333334,0.8333333333333339,0.36000000000000004,0.00500000000000006,5.900000000000001,0.5750000000000011,0.3333333333333333,0.08333333333333331,3.5555555555555554,0.0,0.0,0.0,1.0,-2.0,0.0,30.25,1,5.5,4.87,21.69,4.77,0.920.15,18.31,5,0,1,275.0
DEN,RB,J.K. Dobbins,00-0036158,5,21.0,0.53,0.6896551724137931,0.02564102564102564,23.0,1.0,4.0,17.0,0.0,0.5466666666666667,0.022666666666666724,14.066666666666668,-0.4333333333333318,0.6666666666666666,-0.13333333333333341,3.95,0.174586362347047,3.4917272469409397,20.0,1.0,5.0,0.0,20.75,1,3.5,3.81,19.38,2.77,0.540.23,13.46,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,10,19.0,0.52,0.6666666666666666,0.03571428571428571,21.0,0.0,3.0,17.333333333333332,0.1904761904761898,0.5,0.005714285714285727,10.133333333333335,0.09047619047619015,0.0,-0.14285714285714285,4.277777777777778,0.12962716771312127,2.333289018836183,66.66666666666666,1.0,7.0,0.0,3.75,0,9.5,4.12,23.85,4.54,1.080.08,18.08,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,2,16.0,0.45,0.5833333333333334,0.06666666666666667,20.0,1.0,-2.0,17.0,0.0,0.49,0.0,15.15,0.0,1.0,0.0,5.428571428571429,0.35859664060664187,5.020352968492986,35.714285714285715,0.5,4.5,0.0,27.25,0,2.5,3.81,19.38,2.77,0.540.23,13.46,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,7,15.0,0.49,0.5833333333333334,0.02,17.0,0.0,0.0,17.0,0.571428571428573,0.5066666666666667,-0.009047619047619082,9.466666666666667,-2.7476190476190467,0.3333333333333333,-0.23809523809523808,5.785714285714286,2.005691344870397,28.079678828185557,14.285714285714285,1.0,-1.0,0.0,28.75,0,7.5,6.10,20.54,5.15,0.920.31,22.38,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,3,13.0,0.67,0.5238095238095238,0.08,17.0,1.0,-3.0,15.666666666666666,0.0,0.55,0.0,15.200000000000001,0.0,1.0,0.0,7.545454545454546,3.229185329700393,35.521038626704325,36.36363636363637,0.5,0.0,0.0,22.75,1,2.5,3.81,19.38,2.77,0.540.23,13.46,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,1,18.0,0.53,0.5333333333333333,0.05,22.0,1.0,0.0,18.0,0.0,0.53,0.0,14.8,0.0,1.0,0.0,3.9375,0.6755571481667735,10.808914370668376,43.75,1.0,2.5,0.0,11.75,0,8.5,4.49,21.77,3.46,1.080.15,18.08,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,4,17.0,0.44,0.42105263157894735,0.023809523809523808,19.0,0.0,4.0,15.333333333333334,-0.6666666666666661,0.52,-0.0025000000000000577,14.100000000000001,-0.17499999999999893,0.6666666666666666,-0.08333333333333337,6.3125,2.685870549946436,42.973928799142975,37.5,1.0,4.0,0.0,11.75,0,7.5,5.18,24.38,5.08,0.850.46,24.77,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,6,15.0,0.5,0.5384615384615384,0.03333333333333333,17.0,0.0,-6.0,17.666666666666668,1.0,0.49,-0.030000000000000027,10.3,-2.4499999999999993,0.3333333333333333,-0.3333333333333333,2.857142857142857,-0.8185769390599924,-11.460077146839893,35.714285714285715,0.0,0.0,0.0,8.25,0,7.5,3.81,19.38,2.77,0.540.23,13.46,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,8,17.0,0.52,0.5357142857142857,0.06896551724137931,21.0,0.0,2.0,15.666666666666666,-0.6190476190476186,0.5033333333333333,-0.010952380952380936,9.033333333333333,-3.0809523809523824,0.0,-0.42857142857142855,7.4,3.346793213251178,50.20189819876767,40.0,1.0,5.0,0.0,32.25,0,3.5,4.72,19.77,5.38,0.850.23,19.15,5,0,0,55.0
DEN,RB,J.K. Dobbins,00-0036158,9,16.0,0.46,0.6521739130434783,0.02702702702702703,18.0,0.0,-1.0,16.0,-0.2857142857142847,0.49,-0.0257142857142858,10.0,-0.8857142857142861,0.0,-0.2857142857142857,4.066666666666666,0.055207691237510424,0.8281153685626563,33.33333333333333,1.0,-2.0,0.0,17.25,1,1.5,3.81,19.38,2.77,0.540.23,13.46,5,0,0,55.0
BUF,RB,Reggie Gilliam,00-0036187,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0,7.0,5.00,21.77,3.77,1.230.15,20.00,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,12,1.0,0.0,0.0,0.029411764705882353,3.0,0.0,1.0,0.3333333333333333,0.19047619047619047,0.0,0.0,0.39999999999999997,0.22857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,18.25,0,5.5,5.00,21.77,3.77,1.230.15,20.00,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0,15.5,4.25,26.54,3.23,0.770.23,18.85,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.75,1,2.5,4.13,18.38,3.92,0.540.23,13.62,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0,8.5,5.00,21.77,3.77,1.230.15,20.00,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,13,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3333333333333333,0.19047619047619047,0.0,0.0,0.39999999999999997,0.22857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,3.0,5.00,21.77,3.77,1.230.15,20.00,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0,6.0,4.23,18.46,4.54,0.690.31,17.85,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0,3.5,5.00,21.77,3.77,1.230.15,20.00,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75,0,7.5,3.68,18.00,5.31,0.230.08,10.85,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0,6.0,5.00,21.77,3.77,1.230.15,20.00,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25,1,1.5,4.30,20.62,5.15,0.770.23,17.69,5,0,1,275.0
BUF,RB,Reggie Gilliam,00-0036187,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,0,12.5,4.72,22.38,4.54,0.460.08,15.92,5,0,1,275.0
IND,RB,Jonathan Taylor,00-0036223,6,25.0,0.92,0.7777777777777778,0.13333333333333333,33.0,1.0,4.0,22.666666666666668,-0.1666666666666643,0.8433333333333333,0.016666666666666607,22.633333333333336,-1.1999999999999957,1.3333333333333333,0.0,5.857142857142857,1.5271162109408634,32.06944042975813,23.809523809523807,1.0,3.5,0.0,24.75,0,8.5,4.79,22.54,4.08,1.080.31,20.00,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,1,21.0,0.71,0.45,0.10344827586206896,27.0,0.0,0.0,21.0,0.0,0.71,0.0,12.8,0.0,0.0,0.0,3.9444444444444446,-1.0977850219010614,-19.760130394219104,16.666666666666664,1.0,9.0,0.0,19.75,0,1.5,4.72,22.38,4.54,0.460.08,15.92,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,3,21.0,0.79,0.6071428571428571,0.16,29.0,3.0,-6.0,23.0,0.0,0.81,0.0,25.03333333333333,0.0,1.3333333333333333,0.0,6.0,1.426475915296182,24.25009056003509,5.88235294117647,0.75,4.0,0.0,27.5,0,6.0,3.87,21.31,4.23,0.920.08,15.54,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,9,16.0,0.79,0.7368421052631579,0.04,20.0,0.0,2.0,16.333333333333332,-3.380952380952383,0.8033333333333333,-0.015238095238095273,26.433333333333337,0.7190476190476218,2.0,0.1428571428571428,3.2142857142857144,-0.6585473629599505,-9.219663081439307,14.285714285714285,1.0,6.0,0.0,21.75,0,3.5,3.87,21.31,4.23,0.920.08,15.54,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,2,27.0,0.93,0.78125,0.058823529411764705,31.0,1.0,6.0,24.0,0.0,0.8200000000000001,0.0,21.15,0.0,0.5,0.0,6.6,2.2556160616674146,56.390401541685364,24.0,1.0,25.0,0.0,29.75,1,2.5,3.81,19.38,2.77,0.540.23,13.46,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,12,19.0,0.9,0.8421052631578947,0.0967741935483871,25.0,0.0,-16.0,23.333333333333332,2.0476190476190474,0.8666666666666667,0.026666666666666616,21.96666666666667,-5.290476190476191,1.0,-0.8571428571428572,3.625,-0.13146051786875718,-2.103368285900115,25.0,0.6666666666666666,2.6666666666666665,0.0,23.25,1,3.5,3.87,21.31,4.23,0.920.08,15.54,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,5,21.0,0.74,0.68,0.125,29.0,3.0,-1.0,21.333333333333332,-1.0666666666666664,0.7999999999999999,-0.008000000000000118,25.666666666666668,1.8066666666666684,2.0,0.6000000000000001,3.8823529411764706,-0.3785203263615378,-6.434845548146143,70.58823529411765,0.75,5.0,0.0,19.5,0,7.0,4.12,23.85,4.54,1.080.08,18.08,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,10,35.0,0.91,0.7804878048780488,0.11538461538461539,41.0,3.0,19.0,21.666666666666668,-0.04761904761904745,0.8166666666666668,-0.01904761904761898,31.566666666666674,3.452380952380956,2.0,0.1428571428571428,7.625,3.466714895949268,110.93487667037658,15.625,1.0,14.0,0.0,24.75,0,6.5,4.44,22.38,4.54,0.620.31,17.38,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,4,22.0,0.87,0.8095238095238095,0.15151515151515152,32.0,0.0,1.0,23.333333333333332,0.5833333333333321,0.8633333333333333,0.03833333333333333,25.633333333333336,3.2083333333333393,1.3333333333333333,0.33333333333333326,4.470588235294118,0.31450707480885054,5.346620271750459,5.88235294117647,1.0,4.0,0.0,25.25,1,3.5,3.87,21.31,4.23,0.920.08,15.54,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,13,26.0,0.98,0.9130434782608695,0.18518518518518517,36.0,0.0,7.0,26.666666666666668,4.666666666666668,0.93,0.055714285714285716,24.433333333333334,-0.7523809523809533,1.0,-0.4285714285714286,4.0476190476190474,0.10568295826631839,2.219342123592686,19.047619047619047,0.6,7.2,0.0,16.5,0,3.0,3.79,19.46,4.00,0.770.08,14.08,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,8,14.0,0.75,0.6666666666666666,0.06451612903225806,18.0,3.0,-5.0,19.333333333333332,-1.9523809523809526,0.8466666666666667,0.008095238095238044,31.76666666666667,2.93809523809524,2.3333333333333335,0.3333333333333335,12.75,6.964361192821742,83.5723343138609,0.0,1.0,10.5,0.0,18.25,0,15.5,4.49,21.77,3.46,1.080.15,18.08,5,0,0,41.0
IND,RB,Jonathan Taylor,00-0036223,7,19.0,0.87,0.6956521739130435,0.08823529411764706,25.0,3.0,-6.0,21.666666666666668,-0.6190476190476168,0.8433333333333334,0.010476190476190528,29.166666666666668,3.8523809523809547,2.3333333333333335,0.7619047619047621,5.875,1.7722693772129459,28.356310035407134,25.0,1.0,12.666666666666666,0.0,32.25,1,2.5,3.87,21.31,4.23,0.920.08,15.54,5,0,0,41.0
PHI,RB,AJ Dillon,00-0036265,1,3.0,0.13,0.07894736842105263,0.0,3.0,0.0,0.0,3.0,0.0,0.13,0.0,1.0,0.0,0.0,0.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,17.75,0,8.5,4.72,19.77,5.38,0.850.23,19.15,5,0,0,62.0
PHI,RB,AJ Dillon,00-0036265,3,0.0,0.07,0.0,0.0,0.0,0.0,-3.0,2.0,0.0,0.12333333333333334,0.0,0.9666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.75,0,3.5,3.77,20.92,4.69,0.150.15,11.54,5,0,0,62.0
PHI,RB,AJ Dillon,00-0036265,2,3.0,0.17,0.08823529411764706,0.0,3.0,0.0,0.0,3.0,0.0,0.15000000000000002,0.0,1.4500000000000002,0.0,0.0,0.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,17.75,0,1.5,4.38,23.23,3.69,0.770.31,20.00,5,0,0,62.0
PHI,RB,AJ Dillon,00-0036265,5,2.0,0.15,0.18181818181818182,0.0,2.0,0.0,-1.0,1.6666666666666667,-0.5333333333333334,0.12,-0.01200000000000001,0.9666666666666668,-0.19333333333333336,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,17.25,0,3.5,3.81,19.38,2.77,0.540.23,13.46,5,0,0,62.0
PHI,RB,AJ Dillon,00-0036265,8,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,1.6666666666666667,-0.33333333333333326,0.09666666666666668,-0.017619047619047618,1.0666666666666667,-0.04761904761904767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0,7.0,6.10,20.54,5.15,0.920.31,22.38,5,0,0,62.0
PHI,RB,AJ Dillon,00-0036265,6,3.0,0.14,0.05,0.06060606060606061,7.0,0.0,1.0,2.6666666666666665,0.33333333333333304,0.14333333333333334,0.010000000000000009,1.6333333333333335,0.3333333333333335,0.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,22.0,0,7.0,4.38,23.23,3.69,0.770.31,20.00,5,0,0,62.0
PHI,RB,AJ Dillon,00-0036265,4,3.0,0.14,0.09375,0.0,3.0,0.0,3.0,2.0,-0.25,0.12666666666666668,-0.0008333333333333248,1.2000000000000002,0.050000000000000044,0.0,0.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,26.25,0,3.5,4.38,23.23,3.69,0.770.31,20.00,5,0,0,62.0
CHI,RB,D'Andre Swift,00-0036275,4,20.0,0.66,0.5384615384615384,0.16216216216216217,32.0,1.0,3.0,17.333333333333332,-1.1666666666666679,0.6133333333333333,-0.04916666666666669,13.566666666666668,1.0166666666666675,0.6666666666666666,0.16666666666666663,2.7142857142857144,-0.030411623477205624,-0.4257627286808787,28.57142857142857,0.6666666666666666,3.6666666666666665,0.0,25.25,1,1.5,4.93,20.92,3.92,0.620.23,16.62,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,13,20.0,0.53,0.3829787234042553,0.05555555555555555,24.0,1.0,11.0,17.0,-0.42857142857142705,0.5166666666666667,-0.020476190476190426,10.566666666666668,-4.847619047619046,0.3333333333333333,-0.23809523809523808,6.944444444444445,1.5481402819929175,27.866525075872516,11.11111111111111,0.5,6.5,0.0,23.0,1,7.0,4.93,20.92,3.92,0.620.23,16.62,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,7,20.0,0.54,0.475,0.038461538461538464,22.0,1.0,3.0,19.0,0.5,0.5866666666666668,-0.03833333333333322,20.766666666666666,4.683333333333334,1.0,0.33333333333333337,6.526315789473684,1.5810276854796428,30.03952602411321,5.263157894736842,1.0,14.0,0.0,17.75,0,4.5,4.25,26.54,3.23,0.770.23,18.85,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,2,15.0,0.57,0.4444444444444444,0.09090909090909091,21.0,1.0,-7.0,18.5,0.0,0.69,0.0,11.7,0.0,0.5,0.0,5.25,1.085925074306374,13.031100891676488,25.0,1.0,2.0,0.0,39.5,1,6.0,4.93,20.92,3.92,0.620.23,16.62,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,10,21.0,0.62,0.4642857142857143,0.2222222222222222,37.0,0.0,8.0,18.0,0.42857142857142705,0.5499999999999999,-0.02857142857142858,16.900000000000002,0.20000000000000284,0.6666666666666666,-0.04761904761904767,6.153846153846154,0.7199911863922418,9.359885423099144,30.76923076923077,0.625,2.25,0.0,19.75,0,4.5,6.10,20.54,5.15,0.920.31,22.38,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,8,13.0,0.49,0.4782608695652174,0.05263157894736842,17.0,1.0,-7.0,16.666666666666668,-1.0476190476190474,0.5299999999999999,-0.07571428571428584,20.466666666666665,4.52380952380952,1.0,0.2857142857142857,4.090909090909091,0.8108351396914073,8.91918653660548,45.45454545454545,1.0,13.0,0.0,24.25,1,2.5,4.93,20.92,3.92,0.620.23,16.62,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,11,22.0,0.57,0.5384615384615384,0.03125,24.0,0.0,1.0,18.666666666666668,0.0952380952380949,0.5599999999999999,-0.018571428571428572,12.966666666666667,-3.033333333333333,0.3333333333333333,-0.23809523809523808,4.285714285714286,0.1490772750846246,3.1306227767771166,28.57142857142857,0.0,0.0,0.0,19.5,1,3.0,4.93,20.92,3.92,0.620.23,16.62,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,6,17.0,0.56,0.5185185185185185,0.10344827586206896,23.0,1.0,-3.0,18.0,-0.1999999999999993,0.61,-0.03200000000000003,17.433333333333334,2.293333333333333,0.6666666666666666,0.06666666666666665,7.714285714285714,1.655297011259016,23.174158157626223,0.0,0.6666666666666666,22.333333333333332,0.0,27.25,1,5.5,4.93,20.92,3.92,0.620.23,16.62,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,12,9.0,0.45,0.32,0.02857142857142857,11.0,0.0,-13.0,17.333333333333332,-0.0952380952380949,0.5466666666666667,-0.009047619047618971,8.566666666666666,-6.161904761904761,0.0,-0.5714285714285714,1.875,0.0,0.0,0.0,1.0,14.0,0.0,28.0,0,3.0,4.42,23.92,4.15,0.380.08,14.00,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,1,22.0,0.81,0.6538461538461539,0.14285714285714285,32.0,0.0,0.0,22.0,0.0,0.81,0.0,9.5,0.0,0.0,0.0,3.1176470588235294,-1.1948976140813239,-20.313259439382506,5.88235294117647,0.6,2.4,0.0,26.25,1,1.5,3.96,26.62,3.31,0.770.00,15.31,5,0,0,35.0
CHI,RB,D'Andre Swift,00-0036275,3,17.0,0.61,0.4482758620689655,0.14285714285714285,25.0,0.0,2.0,18.0,0.0,0.6633333333333333,0.0,11.4,0.0,0.3333333333333333,0.0,2.5384615384615383,-1.1108560488757486,-14.441128635384732,23.076923076923077,0.75,11.25,0.0,23.25,1,1.5,4.72,19.77,5.38,0.850.23,19.15,5,0,0,35.0
NE,RB,Antonio Gibson,00-0036328,5,7.0,0.15,0.2727272727272727,0.03333333333333333,9.0,0.0,1.0,6.666666666666667,1.0666666666666673,0.19666666666666666,0.030666666666666675,4.366666666666666,0.9266666666666663,0.3333333333333333,0.1333333333333333,3.5,0.0,0.0,0.0,1.0,5.0,0.0,25.25,1,7.5,3.68,18.00,5.31,0.230.08,10.85,5,0,0,66.0
NE,RB,Antonio Gibson,00-0036328,3,7.0,0.26,0.2413793103448276,0.0,7.0,0.0,1.0,5.0,0.0,0.16666666666666666,0.0,1.6333333333333335,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.25,1,1.5,4.42,23.92,4.15,0.380.08,14.00,5,0,0,66.0
NE,RB,Antonio Gibson,00-0036328,2,6.0,0.17,0.1724137931034483,0.043478260869565216,8.0,0.0,4.0,4.0,0.0,0.12000000000000001,0.0,2.0500000000000003,0.0,0.0,0.0,5.4,0.0,0.0,0.0,1.0,1.0,0.0,30.75,1,1.5,3.68,18.00,5.31,0.230.08,10.85,5,0,0,66.0
