team,position,full_name,gsis_id,week,targets,air_yards,snap_share,target_share,air_yards_share,total_touchdowns,delta_targets,rush_attempts,rush_ypa,rush_share,targets_3wk_avg,targets_trend_3v7,air_yards_3wk_avg,air_yards_trend_3v7,snap_share_3wk_avg,snap_share_trend_3v7,fantasy_ppr_3wk_avg,fantasy_ppr_trend_3v7,tds_3wk_avg,tds_trend_3v7,gadget_usage_3wk_avg,yards_per_target,rec_td_rate,catch_rate,fp_per_target,avg_separation,avg_cushion,avg_yac_above_expectation,racr,team_implied_points,is_favored,abs_spread,def_te_ftps,def_te_targets,def_te_yards_per_target,years_exp_filled,is_rookie,is_second_year,is_undrafted,draft_number_filled
NYG,TE,Chris Manhertz,00-0031484,12,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19666666666666668,0.05523809523809525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,1,14.0,6.31,7.08,6.464689265536723,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,9,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.14285714285714285,0.06,-0.06428571428571431,0.0,-0.24285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,1,2.5,8.38,7.92,6.643939393939394,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,11,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09666666666666666,-0.011904761904761904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25,1,7.5,6.77,7.85,5.8012738853503185,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,10,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,-0.06142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.25,1,4.5,6.31,7.08,6.464689265536723,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,2,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.75,1,4.5,6.31,7.08,6.464689265536723,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,6,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16666666666666666,0.0,-0.16666666666666666,0.16333333333333336,-0.03,0.0,-0.2833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1,7.0,4.38,6.54,5.033639143730887,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,3,1.0,1.0,0.2,0.03125,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.22333333333333336,0.0,0.5666666666666668,0.0,0.0,0.0,0.0,7.0,0.0,1.0,1.7000000000000002,0.0,0.0,0.0,7.0,18.5,1,6.0,5.38,5.69,8.151142355008787,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,4,0.0,0.0,0.16,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.3333333333333333,0.08333333333333331,0.3333333333333333,0.08333333333333331,0.19000000000000003,-0.017499999999999988,0.5666666666666668,0.14166666666666672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,1,6.0,6.77,5.69,7.62390158172232,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,13,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19666666666666666,0.08095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.5,1,7.0,6.31,7.08,6.464689265536723,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,5,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1333333333333333,0.3333333333333333,0.1333333333333333,0.15666666666666668,-0.031333333333333324,0.5666666666666668,0.22666666666666674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.75,1,1.5,6.31,7.08,6.464689265536723,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,1,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,1,6.0,6.31,7.08,6.464689265536723,10,0,0,1,275.0
NYG,TE,Chris Manhertz,00-0031484,8,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.14285714285714285,0.12000000000000001,-0.028571428571428567,0.0,-0.24285714285714288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,1,7.0,6.31,7.08,6.464689265536723,10,0,0,1,275.0
MIA,TE,Darren Waller,00-0031610,6,3.0,30.0,0.66,0.09090909090909091,0.0,1.0,-2.0,0.0,0.0,0.0,4.0,0.0,44.333333333333336,0.0,0.5066666666666667,0.0,15.233333333333334,0.0,1.3333333333333333,0.0,0.0,4.0,0.5,0.6666666666666666,3.0666666666666664,0.0,0.0,0.0,0.4,29.75,1,3.5,6.77,5.69,7.62390158172232,10,0,0,0,204.0
MIA,TE,Darren Waller,00-0031610,7,0.0,0.0,0.28,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,2.6666666666666665,-0.3333333333333335,29.333333333333332,-3.916666666666668,0.5066666666666667,0.0566666666666667,9.333333333333334,-2.091666666666667,0.6666666666666666,-0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.75,1,2.5,9.08,8.46,8.02836879432624,10,0,0,0,204.0
MIA,TE,Darren Waller,00-0031610,13,3.0,39.0,0.0,0.13043478260869565,0.0,0.0,3.0,0.0,0.0,0.0,2.0,-1.0,23.0,-11.399999999999999,0.31333333333333335,-0.046666666666666634,5.3,-5.180000000000001,0.3333333333333333,-0.46666666666666673,0.0,15.666666666666666,0.0,0.6666666666666666,2.2333333333333334,0.0,0.0,0.0,1.205128205128205,16.25,0,5.5,7.31,6.92,7.559248554913295,10,0,0,0,204.0
MIA,TE,Darren Waller,00-0031610,5,5.0,58.0,0.58,0.1388888888888889,22.10309278350516,1.0,1.0,0.0,0.0,0.0,4.5,0.0,51.5,0.0,0.43,0.0,18.25,0.0,1.5,0.0,0.0,15.6,0.2,1.0,3.7600000000000002,2.3720025882200417,3.2640000000000002,-0.5266396035997589,1.3448275862068966,24.75,0,1.5,9.08,8.46,8.02836879432624,10,0,0,0,204.0
MIA,TE,Darren Waller,00-0031610,14,3.0,38.0,0.37,0.14285714285714285,0.0,0.0,0.0,1.0,4.0,0.024390243902439025,2.0,-1.0,25.666666666666668,-9.333333333333332,0.21666666666666667,-0.14499999999999996,3.1333333333333333,-6.050000000000001,0.0,-0.6666666666666666,0.3333333333333333,4.333333333333333,0.0,0.3333333333333333,0.9,0.0,0.0,0.0,0.34210526315789475,20.75,0,2.5,9.08,8.46,8.02836879432624,10,0,0,0,204.0
MIA,TE,Darren Waller,00-0031610,4,4.0,45.0,0.28,0.16,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,45.0,0.0,0.28,0.0,17.7,0.0,2.0,0.0,0.0,6.75,0.6666666666666666,0.75,4.425,0.0,0.0,0.0,0.6,22.75,0,2.5,7.23,7.08,6.584745762711864,10,0,0,0,204.0
NE,TE,Austin Hooper,00-0032392,12,4.0,39.0,0.56,0.11428571428571428,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.4285714285714286,23.333333333333332,8.047619047619046,0.5500000000000002,-0.012857142857142678,3.3000000000000003,-0.4571428571428564,0.0,-0.14285714285714285,0.0,9.75,0.0,0.75,1.725,0.0,0.0,0.0,1.0,19.25,0,7.5,8.15,8.38,7.242243436754175,9,0,0,0,81.0
NE,TE,Austin Hooper,00-0032392,6,1.0,4.0,0.64,0.038461538461538464,0.0,0.0,1.0,0.0,0.0,0.0,0.6666666666666666,-0.8333333333333334,0.3333333333333333,-10.666666666666666,0.6200000000000001,0.04500000000000004,1.6333333333333335,-1.45,0.0,0.0,0.0,5.0,0.0,1.0,1.5,0.0,0.0,0.0,1.25,20.25,0,3.5,8.15,8.38,7.242243436754175,9,0,0,0,81.0
NE,TE,Austin Hooper,00-0032392,4,1.0,-3.0,0.65,0.05555555555555555,0.0,0.0,-2.0,0.0,0.0,0.0,2.3333333333333335,0.3333333333333335,19.666666666666668,4.166666666666668,0.64,0.07999999999999996,5.000000000000001,0.7500000000000009,0.0,0.0,0.0,24.0,0.0,1.0,3.4000000000000004,0.0,0.0,0.0,-8.0,24.75,0,5.5,8.31,7.23,8.831258644536652,9,0,0,0,81.0
NE,TE,Austin Hooper,00-0032392,10,1.0,15.0,0.56,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.19047619047619047,18.0,8.714285714285714,0.5533333333333333,-0.02238095238095239,2.9333333333333336,-0.32380952380952355,0.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75,1,2.5,8.15,8.38,7.242243436754175,9,0,0,0,81.0
NE,TE,Austin Hooper,00-0032392,9,1.0,16.0,0.53,0.034482758620689655,0.0,0.0,-1.0,0.0,0.0,0.0,1.6666666666666667,0.23809523809523814,16.333333333333332,4.333333333333332,0.5366666666666667,-0.0519047619047619,5.966666666666666,2.023809523809523,0.3333333333333333,0.19047619047619047,0.0,20.0,0.0,1.0,3.0,0.0,0.0,0.0,1.25,20.75,0,5.5,4.00,4.93,7.21501014198783,9,0,0,0,81.0
NE,TE,Austin Hooper,00-0032392,1,1.0,3.0,0.32,0.021739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.32,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,2.0,0.0,0.0,0.0,3.3333333333333335,15.25,0,2.5,4.38,5.15,7.27378640776699,9,0,0,0,81.0
NE,TE,Austin Hooper,00-0032392,8,2.0,23.0,0.57,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,-0.04761904761904745,12.333333333333334,-1.3809523809523796,0.5733333333333334,-0.028095238095238062,5.466666666666666,0.9809523809523801,0.3333333333333333,0.19047619047619047,0.0,19.0,0.0,1.0,2.9000000000000004,0.0,0.0,0.0,1.6521739130434783,19.0,0,7.0,6.77,6.77,7.146233382570164,9,0,0,0,81.0
NE,TE,Austin Hooper,00-0032392,7,2.0,10.0,0.51,0.08333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.5714285714285714,4.666666666666667,-6.190476190476191,0.5733333333333334,0.007619047619047636,3.533333333333333,-0.40952380952380985,0.3333333333333333,0.19047619047619047,0.0,5.5,0.5,1.0,4.55,0.0,0.0,0.0,1.1,18.75,0,6.5,8.15,8.38,7.242243436754175,9,0,0,0,81.0
