team,position,full_name,height,weight,gsis_id,years_exp,week,draft_number,avg_time_to_throw,avg_intended_air_yards,aggressiveness,avg_air_yards_to_sticks,completion_percentage_above_expectation,max_air_distance,efficiency,percent_attempts_gte_eight_defenders,rush_yards,rush_yards_over_expected_per_att,avg_cushion,avg_separation,percent_share_of_intended_air_yards,catch_percentage,avg_yac_above_expectation,pass_attempt,rec_attempt,rush_attempt,pass_air_yards,rec_air_yards,pass_completions,receptions,pass_yards_gained,rec_yards_gained,rush_yards_gained,pass_touchdown,rec_touchdown,rush_touchdown,pass_interception,rec_fumble_lost,rush_fumble_lost,pass_yards_gained_diff,rec_yards_gained_diff,rush_yards_gained_diff,pass_touchdown_diff,rec_touchdown_diff,rush_touchdown_diff,pass_attempt_team,rec_attempt_team,rush_attempt_team,opponent,offense_snaps,offense_pct,team_home,team_away,total,spread_line,roof,surface,temp,wind,touches,snap_share,rush_share,weighted_opp_share,total_touchdowns,fantasy_points,delta_touches,touches_3wk_avg,touches_7wk_avg,touches_trend_3v7,snap_share_3wk_avg,snap_share_7wk_avg,snap_share_trend_3v7,fantasy_ppr_3wk_avg,fantasy_ppr_7wk_avg,fantasy_ppr_trend_3v7,tds_3wk_avg,tds_7wk_avg,tds_trend_3v7,rush_ypc,rush_yoe_per_game,rush_yoe_per_att,stacked_box_rate,catch_rate,rec_yards_per_target,team_implied_points,is_favored,abs_spread,def_rush_ypa_allowed,def_rb_carries_allowed,def_rb_receptions_allowed,def_rb_touchdowns_allowed,def_rb_fantasy_points_allowed,years_exp_filled,is_rookie,draft_number_filled,is_undrafted
MIA,RB,Alec Ingold,73,242,00-0035125,6,3,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,BUF,MIA,52,12.5,outdoors,a_turf,68,7,0,0,,0,0,0,-2,1.333333333,1.333333333,0,0,0,0,1.466666667,1.466666667,0,0,0,0,0,0,0,0,0,0,32.25,1,12.5,4.72,22.38,4.54,0.460.08,15.92,6,0,275,1
MIA,RB,Alec Ingold,73,242,00-0035125,6,13,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,MIA,NO,38,5.5,outdoors,grass,76,10,0,0,,0,0,0,0,0.333333333,0.571428571,-0.238095238,0,0,0,0.2,0.728571429,-0.528571429,0,0,0,0,0,0,0,0,0,16.25,0,5.5,4.25,26.54,3.23,0.770.23,18.85,6,0,275,1
MIA,RB,Alec Ingold,73,242,00-0035125,6,4,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,MIA,NYJ,48,2.5,outdoors,grass,88,17,0,0,,0,0,0,0,0.666666667,1,-0.333333333,0,0,0,1.1,1.1,-2.22E-16,0,0,0,0,0,0,0,0,0,22.75,0,2.5,4.37,25.69,3.38,1.150.31,21.77,6,0,275,1
MIA,RB,Alec Ingold,73,242,00-0035125,6,14,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,NYJ,MIA,44,-2.5,outdoors,fieldturf,41,6,0,0,,0,0,0,0,0,0.285714286,-0.285714286,0,0,0,0,0.228571429,-0.228571429,0,0,0,0,0,0,0,0,0,20.75,0,2.5,4.72,22.38,4.54,0.460.08,15.92,6,0,275,1
DAL,RB,Miles Sanders,71,211,00-0035243,6,2,53,,,,,,,,0,,0,,,,,0,0,2,5,0,-12,0,2,0,4,15,0,0,1,0,0,0,0,-5.18,-4.3,0,-0.01,0.7,52,52,28,NYG,20,0.22,DAL,NYG,77,4.5,closed,matrixturf,,,7,0.22,0.178571429,11,1,9.9,2,6,6,0,0.2,0.2,0,6.95,6.95,0,0.5,0.5,0,3,0,0,0,1,2,36.25,0,4.5,6.1,20.54,5.15,0.920.31,22.38,6,0,53,0
DAL,RB,Miles Sanders,71,211,00-0035243,6,3,53,,,,,,,,0,,0,,,,,0,0,3,9,0,10,0,3,0,12,41,0,0,0,0,0,0,0,-7.29,-3.02,0,-0.07,-0.21,45,45,20,CHI,27,0.36,CHI,DAL,45,-1.5,outdoors,grass,82,4,12,0.36,0.45,18,0,8.3,5,8,8,0,0.253333333,0.253333333,0,7.4,7.4,0,0.333333333,0.333333333,0,4.555555556,0,0,0,1,4,21.75,0,1.5,4.72,19.77,5.38,0.850.23,19.15,6,0,53,0
DAL,RB,Miles Sanders,71,211,00-0035243,6,4,53,,,,,,,,0,,0,,,,,0,0,2,2,0,-7,0,2,0,17,8,0,0,0,0,0,0,0,3.21,-1.23,0,-0.01,0,40,40,26,GB,7,0.1,DAL,GB,80,-7,closed,matrixturf,,,4,0.1,0.076923077,8,0,4.5,-8,7.666666667,7,0.666666667,0.226666667,0.215,0.011666667,7.566666667,6.675,0.891666667,0.333333333,0.25,0.083333333,4,0,0,0,1,8.5,43.5,1,7,3.93,22.69,4.85,0.540.00,13.38,6,0,53,0
DAL,RB,Miles Sanders,71,211,00-0035243,6,1,53,,,,,,,,0,,0,,,,,0,0,1,4,0,-5,0,1,0,-3,53,0,0,0,0,0,1,0,-7.8,37,0,-0.01,-0.08,34,34,22,PHI,11,0.18,PHI,DAL,44,8.5,outdoors,grass,75,11,5,0.18,0.181818182,7,0,4,0,5,5,0,0.18,0.18,0,4,4,0,0,0,0,13.25,0,0,0,1,-3,26.25,1,8.5,4.72,19.77,5.38,0.850.23,19.15,6,0,53,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,1,74,,,,,,,,0,,0,,,,,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,-4.85,0,0,-0.01,37,37,23,WAS,10,0.15,WAS,NYG,27,6,outdoors,grass,68,5,3,0.15,0.130434783,3,0,0.9,0,3,3,0,0.15,0.15,0,0.9,0.9,0,0,0,0,3,0,0,0,0,0,16.5,1,6,6.1,20.54,5.15,0.920.31,22.38,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,11,74,,,,,,,5.357727273,37.5,44,-0.1727405,,,,,0,0,1,16,0,-5,0,1,0,3,44,0,0,2,0,0,0,0,0.84,-12.16,0,-0.06,0.31,29,29,38,GB,35,0.49,NYG,GB,47,-7.5,outdoors,fieldturf,55,17,17,0.49,0.421052632,19,2,17.7,6,12.66666667,7.714285714,4.952380952,0.46,0.278571429,0.181428571,11.7,6.214285714,5.485714286,0.666666667,0.285714286,0.380952381,2.75,-2.763847997,-0.1727405,37.5,1,3,27.25,1,7.5,3.93,22.69,4.85,0.540.00,13.38,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,8,74,,,,,,,,0,,0,,,,,0,0,1,2,0,23,0,1,0,28,0,0,0,0,0,0,0,0,18.17,-8.61,0,-0.05,0,24,24,21,PHI,8,0.15,PHI,NYG,58,7,outdoors,grass,60,4,3,0.15,0.095238095,5,0,3.8,1,2.666666667,4.142857143,-1.476190476,0.083333333,0.16,-0.076666667,1.666666667,1.9,-0.233333333,0,0,0,0,0,0,0,1,28,32.5,1,7,6.1,20.54,5.15,0.920.31,22.38,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,10,74,,,,,,,,0,,0,,,,,0,0,3,8,0,-3,0,3,0,53,20,0,0,0,0,0,0,0,32.34,-7.24,0,-0.02,-0.95,36,36,30,CHI,24,0.33,CHI,NYG,44,4.5,outdoors,grass,33,10,11,0.33,0.266666667,17,0,10.3,1,8,6.285714286,1.714285714,0.346666667,0.244285714,0.102380952,7.066666667,4.085714286,2.980952381,0,0,0,2.5,0,0,0,1,17.66666667,24.25,1,4.5,6.1,20.54,5.15,0.920.31,22.38,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,4,74,,,,,,,,0,,0,,,,,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,-1.22,0,0,-0.09,21,21,42,LAC,19,0.25,NYG,LAC,39,-6,outdoors,fieldturf,81,4,7,0.25,0.166666667,7,0,2.8,3,4.333333333,4,0.333333333,0.183333333,0.175,0.008333333,1.633333333,1.45,0.183333333,0,0,0,4,0,0,0,0,0,22.5,1,6,4.75,19.08,3.85,0.920.00,16.54,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,6,74,,,,,,,,0,,0,,,,,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,-2.51,0,0,-0.03,26,26,39,PHI,4,0.06,NYG,PHI,51,-7,outdoors,fieldturf,53,3,3,0.06,0.076923077,3,0,1,-5,6,4.5,1.5,0.21,0.18,0.03,2.4,1.7,0.7,0,0,0,3.333333333,0,0,0,0,0,29,1,7,4.38,23.23,3.69,0.770.31,20,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,7,74,,,,,,,,0,,0,,,,,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-5.47,0,0,0,33,33,32,DEN,3,0.04,DEN,NYG,65,7.5,outdoors,grass,72,3,2,0.04,0.0625,2,0,0.2,-1,4.333333333,4.142857143,0.19047619,0.14,0.16,-0.02,1.533333333,1.485714286,0.047619048,0,0,0,1,0,0,0,0,0,36.25,1,7.5,6.1,20.54,5.15,0.920.31,22.38,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,9,74,,,,,,,,0,,0,,,,,0,0,2,8,0,3,0,2,0,8,43,0,0,0,0,0,0,0,-2.17,8.51,0,-0.39,-0.14,33,33,21,SF,32,0.56,NYG,SF,58,-2.5,outdoors,fieldturf,56,5,10,0.56,0.380952381,14,0,7.1,7,5,5.285714286,-0.285714286,0.25,0.231428571,0.018571429,3.7,2.771428571,0.928571429,0,0,0,5.375,0,0,0,1,4,30.25,1,2.5,4.24,20.38,5.77,0.540.23,15.46,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,3,74,,,,,,,,0,,0,,,,,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,-8.99,0,0,-0.03,32,32,27,KC,16,0.24,NYG,KC,31,-6,outdoors,fieldturf,65,5,4,0.24,0.148148148,4,0,1.1,2,3,3,0,0.15,0.15,0,1,1,0,0,0,0,2.75,0,0,0,0,0,18.5,1,6,4.13,18.38,3.92,0.540.23,13.62,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,13,74,,,,,,,2.820147059,25,68,0.143270758,,,,,0,0,3,12,0,-1,0,3,0,34,68,0,0,1,0,0,0,0,16.97,14.33,0,-0.01,0.94,24,24,27,NE,28,0.51,NE,NYG,48,7,outdoors,fieldturf,30,5,15,0.51,0.444444444,21,1,19.2,1,15.33333333,10.28571429,5.047619048,0.433333333,0.34,0.093333333,13.86666667,9,4.866666667,1,0.428571429,0.571428571,5.666666667,1.719249095,0.143270758,25,1,11.33333333,27.5,1,7,6.1,20.54,5.15,0.920.31,22.38,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,5,74,,,,,,,,0,,0,,,,,0,0,2,6,0,-3,0,1,0,4,20,0,0,0,0,0,0,0,-6.42,-7.01,0,-0.01,-0.03,40,40,29,NO,23,0.32,NO,NYG,40,1.5,dome,sportturf,,,8,0.32,0.206896552,12,0,3.4,1,6.333333333,4.8,1.533333333,0.27,0.204,0.066,2.433333333,1.84,0.593333333,0,0,0,3.333333333,0,0,0,0.5,2,20.75,1,1.5,6.1,20.54,5.15,0.920.31,22.38,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,2,74,,,,,,,,0,,0,,,,,0,0,1,1,0,-7,0,1,0,-4,4,0,0,0,0,0,0,0,-8.55,-0.4,0,0,0,41,41,21,DAL,4,0.06,DAL,NYG,77,4.5,closed,matrixturf,,,2,0.06,0.047619048,4,0,1,-1,2.5,2.5,0,0.105,0.105,0,0.95,0.95,0,0,0,0,4,0,0,0,1,-4,40.75,1,4.5,6.1,20.54,5.15,0.920.31,22.38,6,0,74,0
NYG,RB,Devin Singletary,67,203,00-0035250,6,12,74,,,,,,,4.825744681,71.42857143,47,-1.299018,,,,,0,0,0,14,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,-10.58,0,0,-0.58,37,37,39,DET,25,0.3,DET,NYG,61,14,dome,fieldturf,,,14,0.3,0.358974359,14,0,4.7,-3,14,8.571428571,5.428571429,0.373333333,0.275714286,0.097619048,10.9,6.4,4.5,0.666666667,0.285714286,0.380952381,3.357142857,-18.18625199,-1.299018,71.42857143,0,0,37.5,1,14,6.1,20.54,5.15,0.920.31,22.38,6,0,74,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,3,128,,,,,,,4.605555556,12.5,45,-0.275145542,,,,,0,0,4,16,0,-1,0,2,0,14,45,0,0,1,0,0,0,0,-7.66,-20.26,0,-0.02,0.06,38,38,23,IND,64,0.91,TEN,IND,61,-6,outdoors,grass,84,8,20,0.91,0.695652174,28,1,13.9,-1,20,20,0,0.896666667,0.896666667,0,10.33333333,10.33333333,0,0.333333333,0.333333333,0,2.8125,-4.402328667,-0.275145542,12.5,0.5,3.5,33.5,1,6,3.87,21.31,4.23,0.920.08,15.54,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,5,128,,,,,,,3.448208955,14.28571429,67,-0.279209998,,,,,0,0,3,14,0,2,0,3,0,11,67,0,0,1,0,0,1,0,-5.03,12.02,0,-0.01,0.39,39,39,24,ARI,49,0.73,ARI,TEN,43,7.5,closed,grass,,,17,0.73,0.583333333,23,1,14.8,0,18,18.8,-0.8,0.833333333,0.856,-0.022666667,13.1,11.28,1.82,0.666666667,0.4,0.266666667,4.785714286,-3.908939966,-0.279209998,14.28571429,1,3.666666667,25.25,1,7.5,4.49,21.77,3.46,1.080.15,18.08,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,7,128,,,,,,,,0,,0,,,,,0,0,6,6,0,8,0,6,0,43,18,0,0,0,0,0,0,0,7.22,-8.01,0,-0.01,-0.02,34,34,12,NE,30,0.57,TEN,NE,44,-6.5,outdoors,grass,60,18,12,0.57,0.5,24,0,12.1,0,13.66666667,16.85714286,-3.19047619,0.576666667,0.754285714,-0.177619048,11.2,10.74285714,0.457142857,0.333333333,0.285714286,0.047619048,3,0,0,0,1,7.166666667,25.25,1,6.5,3.68,18,5.31,0.230.08,10.85,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,13,128,,,,,,,2.885333333,30,60,1.340030664,,,,,0,0,2,10,0,8,0,1,0,3,60,0,0,0,0,1,0,0,-7.47,14.79,0,-0.05,-0.02,38,38,14,JAX,27,0.46,TEN,JAX,28,-6,outdoors,grass,38,7,12,0.46,0.714285714,16,0,5.3,-4,13.66666667,12.85714286,0.80952381,0.486666667,0.505714286,-0.019047619,6.333333333,7.414285714,-1.080952381,0,0,0,6,13.40030664,1.340030664,30,0.5,1.5,17,1,6,3.74,17.31,4.62,0.380.23,12.38,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,12,128,,,,,,,7.12,9.090909091,20,-1.842904825,,,,,0,0,5,11,0,2,0,4,0,21,20,0,0,0,0,0,0,0,-5.39,-31.29,0,-0.02,-0.04,42,42,22,SEA,39,0.51,TEN,SEA,54,-12.5,outdoors,grass,55,1,16,0.51,0.5,26,0,8.1,3,13.66666667,13.57142857,0.095238095,0.54,0.544285714,-0.004285714,7.166666667,8.771428571,-1.604761905,0,0.142857143,-0.142857143,1.818181818,-20.27195307,-1.842904825,9.090909091,0.8,4.2,33.25,1,12.5,3.55,19.85,5.54,0.310.15,12.46,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,11,128,,,,,,,6.769545455,30,22,-1.554174203,,,,,0,0,3,10,0,-2,0,3,0,4,22,0,0,0,0,0,0,0,-11.34,-21.8,0,-0.02,-0.02,37,37,17,HOU,29,0.49,TEN,HOU,29,-5.5,outdoors,grass,64,8,13,0.49,0.588235294,19,0,5.6,1,12.66666667,13.71428571,-1.047619048,0.523333333,0.594285714,-0.070952381,6.566666667,9.128571429,-2.561904762,0,0.142857143,-0.142857143,2.2,-15.54174203,-1.554174203,30,1,1.333333333,17.25,1,5.5,3.79,19.46,4,0.770.08,14.08,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,8,128,,,,,,,4.731590909,9.090909091,44,-0.524999307,,,,,0,0,2,11,0,6,0,1,0,9,44,0,0,0,0,0,0,0,-2.77,-3.01,0,0,-0.06,38,38,25,IND,33,0.46,IND,TEN,52,15.5,closed,fieldturf,,,13,0.46,0.44,17,0,6.3,1,12.33333333,16,-3.666666667,0.486666667,0.692857143,-0.206190476,8.366666667,10.51428571,-2.147619048,0,0.285714286,-0.285714286,4,-5.774992375,-0.524999307,9.090909091,0.5,4.5,33.75,1,15.5,4.49,21.77,3.46,1.080.15,18.08,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,1,128,,,,,,,4.363166667,16.66666667,60,-0.183501992,,,,,0,0,1,18,0,-1,0,1,0,29,60,0,0,0,0,0,1,0,25.05,-13.27,0,0,-0.11,28,28,21,DEN,51,0.89,DEN,TEN,32,8.5,outdoors,grass,84,6,19,0.89,0.857142857,21,0,7.9,0,19,19,0,0.89,0.89,0,7.9,7.9,0,0,0,0,3.333333333,-3.303035862,-0.183501992,16.66666667,1,29,20.25,1,8.5,4.49,21.77,3.46,1.080.15,18.08,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,9,128,,,,,,,3.244285714,40,56,1.348787343,,,,,0,0,2,10,0,7,0,1,0,12,56,0,0,0,0,0,0,0,1.03,19.19,0,-0.01,-1.27,21,21,19,LAC,29,0.62,TEN,LAC,47,-10,outdoors,grass,46,5,12,0.62,0.526315789,16,0,7.8,-1,12.33333333,14.71428571,-2.380952381,0.55,0.654285714,-0.104285714,8.733333333,10.31428571,-1.580952381,0,0.285714286,-0.285714286,5.6,13.48787343,1.348787343,40,0.5,6,28.5,1,10,4.75,19.08,3.85,0.920.00,16.54,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,2,128,,,,,,,3.371195652,5,92,0.549724109,,,,,0,0,1,20,0,-3,0,0,0,0,92,0,0,0,0,0,0,0,-5.67,-4.77,0,-0.01,-0.09,33,33,26,LA,59,0.89,TEN,LA,52,-5.5,outdoors,grass,83,3,21,0.89,0.769230769,23,0,9.2,2,20,20,0,0.89,0.89,0,8.55,8.55,0,0,0,0,4.6,10.99448219,0.549724109,5,0,0,28.75,1,5.5,3.77,20.92,4.69,0.150.15,11.54,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,6,128,,,,,,,4.926764706,60,34,-0.439288096,,,,,0,0,2,10,0,5,0,2,0,13,34,0,0,0,0,0,0,0,1.87,-9.11,0,0,-0.03,38,38,15,LV,26,0.43,LV,TEN,30,3.5,dome,grass,,,12,0.43,0.666666667,16,0,6.7,-5,15.33333333,17.66666667,-2.333333333,0.673333333,0.785,-0.111666667,10.7,10.51666667,0.183333333,0.333333333,0.333333333,0,3.4,-4.392880957,-0.439288096,60,1,6.5,16.75,1,3.5,4.49,21.77,3.46,1.080.15,18.08,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,14,128,,,,,,,3.131552795,64,161,2.355477842,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CLE,39,0.59,CLE,TEN,60,4.5,outdoors,grass,33,6,0,0.59,,0,0,0,-12,9.333333333,11.14285714,-1.80952381,0.52,0.528571429,-0.008571429,4.466666667,6.457142857,-1.99047619,0,0,0,0,0,2.355477842,64,0,0,32.25,1,4.5,4.49,21.77,3.46,1.080.15,18.08,6,0,128,0
TEN,RB,Tony Pollard,72,209,00-0035261,6,4,128,,,,,,,2.91875,28.57142857,64,-0.126046953,,,,,0,0,3,14,0,-9,0,3,0,12,64,0,0,0,0,0,0,0,-2.99,2.63,0,-0.01,-0.04,26,26,18,HOU,43,0.86,HOU,TEN,26,7.5,closed,astroturf,,,17,0.86,0.777777778,23,0,10.6,-3,19.33333333,19.25,0.083333333,0.886666667,0.8875,-0.000833333,11.23333333,10.4,0.833333333,0.333333333,0.25,0.083333333,4.571428571,-1.764657346,-0.126046953,28.57142857,1,4,16.75,1,7.5,4.49,21.77,3.46,1.080.15,18.08,6,0,128,0
LAC,RB,Trayveon Williams,68,206,00-0035291,6,13,182,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,LV,0,0,LAC,LV,45,10,dome,matrixturf,,,0,0,,0,0,0,-4,1.333333333,1.333333333,0,0.126666667,0.126666667,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,17.5,0,10,4.12,23.85,4.54,1.080.08,18.08,6,0,182,0
LAC,RB,Trayveon Williams,68,206,00-0035291,6,10,182,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,PIT,0,0,LAC,PIT,35,3,dome,matrixturf,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,4.42,23.92,4.15,0.380.08,14,6,0,182,0
LAC,RB,Trayveon Williams,68,206,00-0035291,6,11,182,,,,,,,,0,,0,,,,,0,0,1,3,0,-1,0,1,0,0,-1,0,0,0,0,0,0,0,-5.45,-13.19,0,0,-0.03,26,26,16,JAX,18,0.38,JAX,LAC,41,-3,outdoors,grass,74,9,4,0.38,0.1875,6,0,0.9,4,2,2,0,0.19,0.19,0,0.45,0.45,0,0,0,0,-0.333333333,0,0,0,1,0,19,0,3,4.75,19.08,3.85,0.920.00,16.54,6,0,182,0
SEA,RB,Myles Gaskin,70,200,00-0035311,6,13,234,,,,,,,,0,,0,,,,,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,-7.58,0,0,-0.03,26,26,32,MIN,3,0.04,SEA,MIN,26,12.5,outdoors,fieldturf,45,2,3,0.04,0.09375,3,0,0.6,0,3,3,0,0.04,0.04,0,0.6,0.6,0,0,0,0,2,0,0,0,0,0,6.75,0,12.5,3.96,26.62,3.31,0.770.00,15.31,6,0,234,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,3,186,,,,,,,,0,,0,,,,,0,0,2,3,0,1,0,1,0,8,13,0,0,0,0,0,0,0,-5.53,0.47,0,-0.01,-0.05,28,28,27,MIA,15,0.25,BUF,MIA,52,12.5,outdoors,a_turf,68,7,5,0.25,0.111111111,9,0,3.1,2,4,4,0,0.276666667,0.276666667,0,2.033333333,2.033333333,0,0,0,0,4.333333333,0,0,0,0.5,4,19.75,0,12.5,4.72,22.38,4.54,0.460.08,15.92,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,12,186,,,,,,,,0,,0,,,,,0,0,3,2,0,14,0,3,0,45,7,0,0,0,0,0,0,0,21.23,-2.15,0,-0.07,-0.06,34,34,24,HOU,23,0.35,HOU,BUF,42,-5.5,closed,astroturf,,,5,0.35,0.083333333,11,0,8.2,2,3.666666667,3.428571429,0.238095238,0.356666667,0.312857143,0.043809524,9.266666667,5.842857143,3.423809524,0.333333333,0.285714286,0.047619048,3.5,0,0,0,1,15,18.25,0,5.5,5,21.77,3.77,1.230.15,20,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,11,186,,,,,,,,0,,0,,,,,0,0,2,1,0,-8,0,2,0,61,9,0,1,0,0,0,0,0,50.49,5.63,0,0.96,-0.06,30,30,23,TB,18,0.32,BUF,TB,76,6,outdoors,a_turf,38,20,3,0.32,0.043478261,7,1,15,0,3.333333333,2.857142857,0.476190476,0.306666667,0.291428571,0.015238095,9.866666667,4.671428571,5.195238095,0.666666667,0.285714286,0.380952381,9,0,0,0,1,30.5,35,0,6,4.23,18.46,4.54,0.690.31,17.85,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,5,186,,,,,,,,0,,0,,,,,0,0,0,2,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1.52,0,0,-0.04,31,31,29,NE,12,0.18,BUF,NE,43,7.5,outdoors,a_turf,66,3,2,0.18,0.068965517,2,0,1,1,2.666666667,3,-0.333333333,0.21,0.242,-0.032,1.366666667,1.42,-0.053333333,0,0,0,5,0,0,0,0,0,17.75,0,7.5,3.68,18,5.31,0.230.08,10.85,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,9,186,,,,,,,,0,,0,,,,,0,0,2,2,0,-7,0,2,0,12,8,0,0,1,0,0,0,0,-0.59,4.14,0,-0.02,0.64,26,26,35,KC,13,0.2,BUF,KC,49,-2.5,outdoors,a_turf,54,6,4,0.2,0.057142857,8,1,10,0,3.666666667,3.142857143,0.523809524,0.313333333,0.26,0.053333333,4.033333333,2.4,1.633333333,0.333333333,0.142857143,0.19047619,4,0,0,0,1,6,25.75,1,2.5,4.13,18.38,3.92,0.540.23,13.62,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,2,186,,,,,,,,0,,0,,,,,0,0,1,2,0,-4,0,0,0,0,6,0,0,0,0,0,0,0,-4.88,-4.87,0,-0.19,-0.02,27,27,43,NYJ,19,0.25,NYJ,BUF,40,-6,outdoors,fieldturf,80,3,3,0.25,0.046511628,5,0,0.6,-1,3.5,3.5,0,0.29,0.29,0,1.5,1.5,0,0,0,0,3,0,0,0,0,0,17,0,6,5,21.77,3.77,1.230.15,20,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,10,186,,,,,,,,0,,0,,,,,0,0,2,1,0,-9,0,2,0,24,2,0,0,0,0,0,0,0,12.96,-4.53,0,-0.01,0,40,40,22,MIA,27,0.4,MIA,BUF,43,-8.5,outdoors,grass,84,6,3,0.4,0.045454545,7,0,4.6,-1,3.666666667,3.142857143,0.523809524,0.306666667,0.281428571,0.025238095,5.066666667,2.971428571,2.095238095,0.333333333,0.142857143,0.19047619,2,0,0,0,1,12,17.25,0,8.5,5,21.77,3.77,1.230.15,20,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,8,186,,,,,,,,0,,0,,,,,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,-11.71,0,0,-0.06,23,23,35,CAR,20,0.32,CAR,BUF,49,-7,outdoors,grass,63,9,4,0.32,0.114285714,4,0,0.6,1,3,3.142857143,-0.142857143,0.306666667,0.278571429,0.028095238,1.033333333,1.314285714,-0.280952381,0,0,0,1.5,0,0,0,0,0,21,0,7,5,21.77,3.77,1.230.15,20,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,14,186,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CIN,16,0.25,BUF,CIN,73,6,outdoors,a_turf,31,12,0,0.25,,0,0,0,-7,4,3.714285714,0.285714286,0.29,0.301428571,-0.011428571,4.566666667,6.271428571,-1.704761905,0,0.285714286,-0.285714286,0,0,0,0,0,0,33.5,0,6,5.18,24.38,5.08,0.850.46,24.77,6,0,186,0
BUF,RB,Ty Johnson,70,210,00-0035537,6,13,186,,,,,,,,0,,0,,,,,0,0,5,2,0,-8,0,3,0,20,5,0,0,0,0,0,0,0,-7.24,-3.01,0,-0.03,-0.01,23,23,51,PIT,20,0.27,PIT,BUF,33,-3,outdoors,grass,34,16,7,0.27,0.039215686,17,0,5.5,2,5,4.142857143,0.857142857,0.313333333,0.325714286,-0.012380952,9.566666667,6.485714286,3.080952381,0.333333333,0.285714286,0.047619048,2.5,0,0,0,0.6,4,15,0,3,5,21.77,3.77,1.230.15,20,6,0,186,0
