team,position,full_name,height,weight,gsis_id,years_exp,week,draft_number,avg_time_to_throw,avg_intended_air_yards,aggressiveness,avg_air_yards_to_sticks,completion_percentage_above_expectation,max_air_distance,efficiency,percent_attempts_gte_eight_defenders,rush_yards,rush_yards_over_expected_per_att,avg_cushion,avg_separation,percent_share_of_intended_air_yards,catch_percentage,avg_yac_above_expectation,pass_attempt,rec_attempt,rush_attempt,pass_air_yards,rec_air_yards,pass_completions,receptions,pass_yards_gained,rec_yards_gained,rush_yards_gained,pass_touchdown,rec_touchdown,rush_touchdown,pass_interception,rec_fumble_lost,rush_fumble_lost,pass_yards_gained_diff,rec_yards_gained_diff,rush_yards_gained_diff,pass_touchdown_diff,rec_touchdown_diff,rush_touchdown_diff,pass_attempt_team,rec_attempt_team,rush_attempt_team,opponent,offense_snaps,offense_pct,team_home,team_away,total,spread_line,roof,surface,temp,wind,touches,snap_share,rush_share,weighted_opp_share,total_touchdowns,fantasy_points,delta_touches,touches_3wk_avg,touches_7wk_avg,touches_trend_3v7,snap_share_3wk_avg,snap_share_7wk_avg,snap_share_trend_3v7,fantasy_ppr_3wk_avg,fantasy_ppr_7wk_avg,fantasy_ppr_trend_3v7,tds_3wk_avg,tds_7wk_avg,tds_trend_3v7,rush_ypc,rush_yoe_per_game,rush_yoe_per_att,stacked_box_rate,catch_rate,rec_yards_per_target,team_implied_points,is_favored,abs_spread,def_rush_ypa_allowed,def_rb_carries_allowed,def_rb_receptions_allowed,def_rb_touchdowns_allowed,def_rb_fantasy_points_allowed,years_exp_filled,is_rookie,draft_number_filled,is_undrafted
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,4,193,,,,,,,,0,,0,,,,,0,0,0,7,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,31.18,0,0,-0.11,27,27,22,,,0,ATL,WAS,61,2.5,closed,fieldturf,,,7,0,0.318181818,7,0,5.9,-4,6,6,0,0,0,0,3.266666667,3.266666667,0,0,0,0,8.428571429,0,0,0,0,0,31.75,1,2.5,4.55,24.54,3.69,0.850.23,20.62,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,3,193,,,,,,,3.787692308,63.63636364,39,0.089525273,,,,,0,0,0,11,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,-7.14,0,0,-0.46,21,21,32,,,0,WAS,LV,65,2.5,outdoors,grass,72,6,11,0,0.34375,11,0,3.9,11,5.5,5.5,0,0,0,0,1.95,1.95,0,0,0,0,3.545454545,0.984778006,0.089525273,63.63636364,0,0,31.25,0,2.5,4.12,23.85,4.54,1.080.08,18.08,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,1,193,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,WAS,NYG,27,6,outdoors,grass,68,5,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,6,6.1,20.54,5.15,0.920.31,22.38,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,13,193,,,,,,,3.768780488,27.27272727,41,0.291375444,,,,,0,0,1,11,0,12,0,0,0,0,41,0,0,1,0,0,0,0,-4.36,-2.75,0,-0.11,0.44,50,50,33,,,0,WAS,DEN,53,-6.5,outdoors,grass,40,13,12,0,0.333333333,14,1,10.1,-4,11.33333333,7.142857143,4.19047619,0,0,0,9.066666667,6.728571429,2.338095238,0.666666667,0.571428571,0.095238095,3.727272727,3.205129881,0.291375444,27.27272727,0,0,29.75,1,6.5,3.81,19.38,2.77,0.540.23,13.46,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,5,193,,,,,,,,0,,0,,,,,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,-8.74,0,0,-0.36,26,26,28,,,0,LAC,WAS,37,2.5,dome,matrixturf,,,5,0,0.178571429,5,0,0.7,-2,7.666666667,5.75,1.916666667,0,0,0,3.5,2.625,0.875,0,0,0,1.4,0,0,0,0,0,19.75,1,2.5,4.55,24.54,3.69,0.850.23,20.62,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,8,193,,,,,,,,0,,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-2.51,0,0,-0.01,30,30,20,,,0,KC,WAS,35,10.5,outdoors,grass,54,8,1,0,0.05,1,0,0.2,-2,1.333333333,3.857142857,-2.523809524,0,0,0,2.466666667,2.557142857,-0.09047619,0.333333333,0.142857143,0.19047619,2,0,0,0,0,0,22.75,1,10.5,4.55,24.54,3.69,0.850.23,20.62,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,7,193,,,,,,,,0,,0,,,,,0,0,0,3,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0.49,0,0,0.63,32,32,28,,,0,DAL,WAS,66,1.5,closed,matrixturf,,,3,0,0.107142857,3,1,7.2,3,2.666666667,4.333333333,-1.666666667,0,0,0,2.633333333,2.95,-0.316666667,0.333333333,0.166666667,0.166666667,4,0,0,0,0,0,33.75,1,1.5,4.55,24.54,3.69,0.850.23,20.62,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,9,193,,,,,,,2.758461538,16.66666667,65,0.753096554,,,,,0,0,0,12,0,0,0,0,0,0,65,0,0,1,0,0,0,0,0,12.19,0,0,0.47,22,22,36,,,0,WAS,SEA,52,-2.5,outdoors,grass,53,3,12,0,0.333333333,12,1,12.5,11,5.333333333,5.571428571,-0.238095238,0,0,0,6.633333333,4.342857143,2.29047619,0.666666667,0.285714286,0.380952381,5.416666667,9.037158653,0.753096554,16.66666667,0,0,27.25,1,2.5,3.55,19.85,5.54,0.310.15,12.46,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,6,193,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,WAS,CHI,49,5.5,outdoors,grass,59,12,0,0,,0,0,0,-5,4,4.6,-0.6,0,0,0,2.2,2.1,0.1,0,0,0,0,0,0,0,0,0,21.75,0,5.5,4.93,20.92,3.92,0.620.23,16.62,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,10,193,,,,,,,,0,,0,,,,,0,0,0,6,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,-6.73,0,0,0.39,22,22,27,,,0,WAS,DET,66,-8.5,outdoors,grass,64,9,6,0,0.222222222,6,1,7.6,-6,6.333333333,4.857142857,1.476190476,0,0,0,6.766666667,4.871428571,1.895238095,0.666666667,0.428571429,0.238095238,2.666666667,0,0,0,0,0,37.25,1,8.5,3.98,20.15,3.62,0.460.00,12.46,2,0,193,0
WAS,RB,Chris Rodriguez Jr.,71,224,00-0038611,2,14,193,,,,,,,3.185961538,40,52,-0.2230689,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,MIN,WAS,31,-1.5,dome,sportturf,,,0,0,,0,0,0,-12,9.333333333,7.142857143,2.19047619,0,0,0,6.533333333,6.728571429,-0.195238095,0.333333333,0.571428571,-0.238095238,0,0,-0.2230689,40,0,0,14.75,0,1.5,4.55,24.54,3.69,0.850.23,20.62,2,0,193,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,3,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LAC,DEN,43,2.5,dome,matrixturf,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.25,0,2.5,3.81,19.38,2.77,0.540.23,13.46,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,10,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LAC,PIT,35,3,dome,matrixturf,,,0,0,,0,0,0,-1,0.333333333,0.285714286,0.047619048,0,0,0,2.4,1.185714286,1.214285714,0.333333333,0.142857143,0.19047619,0,0,0,0,0,0,16,0,3,4.42,23.92,4.15,0.380.08,14,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,2,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LV,LAC,29,-3.5,dome,grass,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0,3.5,4.75,19.08,3.85,0.920.00,16.54,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,9,200,,,,,,,,0,,0,,,,,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,-0.22,0,0,0.46,0,29,29,30,,,0,TEN,LAC,47,-10,outdoors,grass,46,5,1,0,0,3,1,7.2,1,0.333333333,0.285714286,0.047619048,0,0,0,2.4,1.185714286,1.214285714,0.333333333,0.142857143,0.19047619,0,0,0,0,1,2,18.5,0,10,4.75,19.08,3.85,0.920.00,16.54,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,1,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LAC,KC,48,-3,dome,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,1,3,4.13,18.38,3.92,0.540.23,13.62,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,4,200,,,,,,,,0,,0,,,,,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-4.29,0,0,0,0,41,41,13,,,0,NYG,LAC,39,-6,outdoors,fieldturf,81,4,1,0,0,3,0,1.1,1,0.333333333,0.25,0.083333333,0,0,0,0.366666667,0.275,0.091666667,0,0,0,0,0,0,0,1,1,16.5,0,6,4.75,19.08,3.85,0.920.00,16.54,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,8,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LAC,MIN,47,3,dome,matrixturf,,,0,0,,0,0,0,0,0,0.142857143,-0.142857143,0,0,0,0,0.157142857,-0.157142857,0,0,0,0,0,0,0,0,0,22,0,3,3.96,26.62,3.31,0.770.00,15.31,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,14,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LAC,PHI,41,-1.5,dome,matrixturf,,,0,0,,0,0,0,0,0,0.142857143,-0.142857143,0,0,0,0,1.028571429,-1.028571429,0,0.142857143,-0.142857143,0,0,0,0,0,0,21.25,1,1.5,4.38,23.23,3.69,0.770.31,20,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,13,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LAC,LV,45,10,dome,matrixturf,,,0,0,,0,0,0,0,0,0.142857143,-0.142857143,0,0,0,0,1.028571429,-1.028571429,0,0.142857143,-0.142857143,0,0,0,0,0,0,17.5,0,10,4.12,23.85,4.54,1.080.08,18.08,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,5,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LAC,WAS,37,2.5,dome,matrixturf,,,0,0,,0,0,0,-1,0.333333333,0.2,0.133333333,0,0,0,0.366666667,0.22,0.146666667,0,0,0,0,0,0,0,0,0,17.25,0,2.5,4.55,24.54,3.69,0.850.23,20.62,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,11,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,JAX,LAC,41,-3,outdoors,grass,74,9,0,0,,0,0,0,0,0.333333333,0.285714286,0.047619048,0,0,0,2.4,1.185714286,1.214285714,0.333333333,0.142857143,0.19047619,0,0,0,0,0,0,19,0,3,4.75,19.08,3.85,0.920.00,16.54,2,0,200,0
LAC,RB,Scott Matlock,76,300,00-0038614,2,7,200,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,LAC,IND,62,2.5,dome,matrixturf,,,0,0,,0,0,0,0,0.333333333,0.166666667,0.166666667,0,0,0,0.366666667,0.183333333,0.183333333,0,0,0,0,0,0,0,0,0,29.75,0,2.5,3.87,21.31,4.23,0.920.08,15.54,2,0,200,0
TEN,RB,Jordan Mims,72,205,00-0038678,2,4,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,0,HOU,TEN,26,7.5,closed,astroturf,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.75,1,7.5,4.49,21.77,3.46,1.080.15,18.08,2,0,275,1
TEN,RB,Jordan Mims,72,205,00-0038678,2,2,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,LA,0,0,TEN,LA,52,-5.5,outdoors,grass,83,3,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.75,1,5.5,3.77,20.92,4.69,0.150.15,11.54,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,14,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CHI,8,0.15,GB,CHI,49,6.5,outdoors,grass,16,9,0,0.15,,0,0,0,-2,3.666666667,2,1.666666667,0.293333333,0.182857143,0.11047619,2.166666667,1.671428571,0.495238095,0,0,0,0,0,0,0,0,0,21.25,0,6.5,4.93,20.92,3.92,0.620.23,16.62,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,2,,,,,,,,,0,,0,,,,,0,0,4,0,0,-11,0,3,0,27,0,0,0,0,0,0,0,0,2.44,0,0,-0.03,0,31,31,30,WAS,13,0.19,GB,WAS,45,3.5,outdoors,grass,65,7,4,0.19,0,12,0,5.7,2,3,3,0,0.19,0.19,0,3.5,3.5,0,0,0,0,0,0,0,0,0.75,6.75,20.75,0,3.5,4.55,24.54,3.69,0.850.23,20.62,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,3,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CLE,8,0.12,CLE,GB,23,-8.5,outdoors,grass,79,10,0,0.12,,0,0,0,-4,2,2,0,0.166666667,0.166666667,0,2.333333333,2.333333333,0,0,0,0,0,0,0,0,0,0,7.25,0,8.5,3.93,22.69,4.85,0.540.00,13.38,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,13,,,,,,,,,0,,0,,,,,0,0,2,0,0,5,0,2,0,9,0,0,0,0,0,0,0,0,-5.01,0,0,0,0,30,30,30,DET,18,0.29,DET,GB,55,2.5,dome,fieldturf,,,2,0.29,0,6,0,2.9,-7,4,2.142857143,1.857142857,0.273333333,0.178571429,0.094761905,2.433333333,1.671428571,0.761904762,0,0,0,0,0,0,0,1,4.5,28.75,1,2.5,3.93,22.69,4.85,0.540.00,13.38,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,1,,,,,,,,,0,,0,,,,,0,0,1,1,0,2,0,1,0,2,1,0,0,0,0,0,0,0,-3.47,-3.36,0,-0.05,0,22,22,25,DET,9,0.19,GB,DET,40,1.5,outdoors,grass,60,5,2,0.19,0.04,4,0,1.3,0,2,2,0,0.19,0.19,0,1.3,1.3,0,0,0,0,1,0,0,0,1,2,19.25,0,1.5,3.98,20.15,3.62,0.460.00,12.46,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,4,,,,,,,,,0,,0,,,,,0,0,1,0,0,-5,0,1,0,1,0,0,0,0,0,0,0,0,-4.26,0,0,-0.02,0,43,43,35,DAL,5,0.06,DAL,GB,80,-7,closed,matrixturf,,,1,0.06,0,3,0,1.1,1,1.666666667,1.75,-0.083333333,0.123333333,0.14,-0.016666667,2.266666667,2.025,0.241666667,0,0,0,0,0,0,0,1,1,36.5,0,7,3.93,22.69,4.85,0.540.00,13.38,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,11,,,,,,,,,0,,0,,,,,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3.1,0,0,0,26,26,23,NYG,5,0.09,NYG,GB,47,-7.5,outdoors,fieldturf,55,17,1,0.09,0.043478261,1,0,0.8,1,1,0.857142857,0.142857143,0.116666667,0.094285714,0.022380952,1.733333333,0.914285714,0.819047619,0,0,0,8,0,0,0,0,0,19.75,0,7.5,3.93,22.69,4.85,0.540.00,13.38,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,8,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,PIT,3,0.05,PIT,GB,60,-3,outdoors,grass,46,5,0,0.05,,0,0,0,-1,0.666666667,1.285714286,-0.619047619,0.083333333,0.115714286,-0.032380952,0.033333333,1.171428571,-1.138095238,0,0,0,0,0,0,0,0,0,28.5,0,3,3.93,22.69,4.85,0.540.00,13.38,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,7,,,,,,,,,0,,0,,,,,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,-6,0,0,-0.16,0,29,29,23,ARI,7,0.12,ARI,GB,50,-7,closed,grass,,,1,0.12,0,3,0,0,0,1,1.5,-0.5,0.086666667,0.126666667,-0.04,0.4,1.366666667,-0.966666667,0,0,0,0,0,0,0,0,0,21.5,0,7,3.93,22.69,4.85,0.540.00,13.38,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,9,,,,,,,,,0,,0,,,,,0,0,2,0,0,1,0,2,0,24,0,0,0,0,0,0,0,0,14.25,0,0,-0.02,0,37,37,25,CAR,11,0.17,GB,CAR,29,12.5,outdoors,grass,47,15,2,0.17,0,6,0,4.4,2,1,1.285714286,-0.285714286,0.113333333,0.112857143,0.00047619,1.466666667,1.614285714,-0.147619048,0,0,0,0,0,0,0,1,12,8.25,0,12.5,4.87,21.69,4.77,0.920.15,18.31,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,10,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,PHI,6,0.09,GB,PHI,17,1.5,outdoors,grass,33,9,0,0.09,,0,0,0,-2,0.666666667,0.714285714,-0.047619048,0.103333333,0.098571429,0.004761905,1.466666667,0.8,0.666666667,0,0,0,0,0,0,0,0,0,7.75,0,1.5,4.38,23.23,3.69,0.770.31,20,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,6,,,,,,,,,0,,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3.89,0,0,0,26,26,33,CIN,5,0.08,GB,CIN,45,14,outdoors,grass,64,14,1,0.08,0.03030303,1,0,0.1,0,0.666666667,1.6,-0.933333333,0.086666667,0.128,-0.041333333,0.4,1.64,-1.24,0,0,0,1,0,0,0,0,0,15.5,0,14,5.18,24.38,5.08,0.850.46,24.77,2,0,275,1
GB,RB,Chris Brooks,73,230,00-0038685,2,12,,,,,,,,,0,,0,,,,,0,0,1,8,0,2,0,1,0,5,21,0,0,0,0,0,0,0,-1.19,-13.15,0,0,-0.09,22,22,42,MIN,29,0.44,GB,MIN,29,6.5,outdoors,grass,43,10,9,0.44,0.19047619,11,0,3.6,8,3.333333333,2,1.333333333,0.206666667,0.148571429,0.058095238,1.466666667,1.271428571,0.195238095,0,0,0,2.625,0,0,0,1,5,11.25,0,6.5,3.96,26.62,3.31,0.770.00,15.31,2,0,275,1
ARI,RB,Emari Demercado,69,210,00-0038705,2,1,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,NO,0,0,NO,ARI,33,-6,dome,sportturf,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5,0,6,4.79,22.54,4.08,1.080.31,20,2,0,275,1
ARI,RB,Emari Demercado,69,215,00-0038705,2,2,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CAR,1,0.02,ARI,CAR,49,7,closed,grass,,,0,0.02,,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,4.87,21.69,4.77,0.920.15,18.31,2,0,275,1
ARI,RB,Emari Demercado,69,215,00-0038705,2,11,,,,,,,,,0,,0,,,,,0,0,3,5,0,-12,0,2,0,12,8,0,0,0,0,0,0,0,-2.43,-14.12,0,-0.02,-0.03,57,57,14,SF,14,0.18,ARI,SF,63,-3.5,closed,grass,,,8,0.18,0.357142857,14,0,4,0,10.33333333,6.142857143,4.19047619,0.333333333,0.26,0.073333333,8.733333333,6.071428571,2.661904762,0,0.142857143,-0.142857143,1.6,0,0,0,0.666666667,4,33.25,1,3.5,4.24,20.38,5.77,0.540.23,15.46,2,0,275,1
ARI,RB,Emari Demercado,69,215,00-0038705,2,9,,,,,,,,3.537594937,28.57142857,79,0.801912113,,,,,0,0,1,14,0,-1,0,1,0,-1,79,0,0,0,0,0,0,0,-8.05,19.41,0,0,-0.25,31,31,29,DAL,27,0.4,DAL,ARI,44,3.5,closed,matrixturf,,,15,0.4,0.482758621,17,0,8.8,13,6.666666667,3.857142857,2.80952381,0.24,0.177142857,0.062857143,5,3.585714286,1.414285714,0,0.142857143,-0.142857143,5.642857143,11.22676958,0.801912113,28.57142857,1,-1,23.75,1,3.5,4.79,22.54,4.08,1.080.31,20,2,0,275,1
ARI,RB,Emari Demercado,69,215,00-0038705,2,10,,,,,,,,,0,,0,,,,,0,0,4,4,0,3,0,3,0,40,64,0,0,0,0,0,0,0,24.45,47.99,0,-0.5,-0.18,45,45,23,SEA,32,0.42,SEA,ARI,66,7,outdoors,fieldturf,59,5,8,0.42,0.173913043,16,0,13.4,-7,8.333333333,5,3.333333333,0.286666667,0.237142857,0.04952381,7.433333333,5.5,1.933333333,0,0.142857143,-0.142857143,16,0,0,0,0.75,10,36.5,1,7,4.79,22.54,4.08,1.080.31,20,2,0,275,1
ARI,RB,Emari Demercado,69,215,00-0038705,2,4,,,,,,,,,0,,0,,,,,0,0,2,2,0,-8,0,2,0,13,8,0,1,0,0,0,0,0,5.55,-0.46,0,0.81,-0.14,41,41,17,SEA,26,0.39,ARI,SEA,43,-1.5,closed,grass,,,4,0.39,0.117647059,8,1,10.1,1,2.333333333,1.75,0.583333333,0.173333333,0.13,0.043333333,3.366666667,2.525,0.841666667,0.333333333,0.25,0.083333333,4,0,0,0,1,6.5,22.25,1,1.5,3.55,19.85,5.54,0.310.15,12.46,2,0,275,1
ARI,RB,Emari Demercado,69,215,00-0038705,2,3,,,,,,,,,0,,0,,,,,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.45,-9.46,0,-0.24,-0.01,35,35,28,SF,7,0.11,SF,ARI,31,1.5,outdoors,grass,72,7,3,0.11,0.071428571,5,0,0,3,1,1,0,0.043333333,0.043333333,0,0,0,0,0,0,0,0,0,0,0,0,0,16.25,1,1.5,4.79,22.54,4.08,1.080.31,20,2,0,275,1
ARI,RB,Emari Demercado,69,215,00-0038705,2,6,,,,,,,,,0,,0,,,,,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-6.06,-1.23,0,0,-0.1,44,44,24,IND,3,0.04,IND,ARI,58,8.5,closed,fieldturf,,,2,0.04,0.041666667,4,0,0.1,-1,3,2,1,0.236666667,0.14,0.096666667,5.433333333,2.716666667,2.716666667,0.333333333,0.166666667,0.166666667,1,0,0,0,0,0,33.25,1,8.5,4.79,22.54,4.08,1.080.31,20,2,0,275,1
ARI,RB,Emari Demercado,69,215,00-0038705,2,5,,,,,,,,,0,,0,,,,,0,0,0,3,0,0,0,0,0,0,81,0,0,0,0,0,1,0,0,65.61,0,0,-0.01,32,32,29,TEN,19,0.28,ARI,TEN,43,7.5,closed,grass,,,3,0.28,0.103448276,3,0,6.1,-1,3.333333333,2,1.333333333,0.26,0.16,0.1,5.4,3.24,2.16,0.333333333,0.2,0.133333333,27,0,0,0,0,0,17.75,0,7.5,4.49,21.77,3.46,1.080.15,18.08,2,0,275,1
DAL,RB,Hunter Luepke,73,236,00-0038738,2,3,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,CHI,9,0.12,CHI,DAL,45,-1.5,outdoors,grass,82,4,0,0.12,,0,0,0,0,0,0,0,0.136666667,0.136666667,0,0,0,0,0,0,0,0,0,0,0,0,0,21.75,0,1.5,4.72,19.77,5.38,0.850.23,19.15,2,0,275,1
DAL,RB,Hunter Luepke,73,236,00-0038738,2,7,,,,,,,,,0,,0,,,,,0,0,1,0,0,-7,0,1,0,3,0,0,0,0,0,0,0,0,-0.58,0,0,-0.09,0,30,30,31,WAS,11,0.16,DAL,WAS,66,1.5,closed,matrixturf,,,1,0.16,0,3,0,1.3,-1,1.333333333,0.857142857,0.476190476,0.253333333,0.202857143,0.05047619,4,1.8,2.2,0.333333333,0.142857143,0.19047619,0,0,0,0,1,3,32.25,0,1.5,4.55,24.54,3.69,0.850.23,20.62,2,0,275,1
DAL,RB,Hunter Luepke,73,236,00-0038738,2,12,,,,,,,,,0,,0,,,,,0,0,1,0,0,-6,0,1,0,7,0,0,0,0,0,0,0,0,0.36,0,0,0,0,36,36,31,PHI,15,0.2,DAL,PHI,45,-3,closed,matrixturf,,,1,0.2,0,3,0,1.7,-3,1.666666667,1.428571429,0.238095238,0.17,0.207142857,-0.037142857,2.933333333,3,-0.066666667,0,0.142857143,-0.142857143,0,0,0,0,1,7,24,1,3,4.38,23.23,3.69,0.770.31,20,2,0,275,1
DAL,RB,Hunter Luepke,73,236,00-0038738,2,2,,,,,,,,,0,,0,,,,,0,,0,0,,,,0,0,0,0,0,0,0,,0,0,,,,,,,,,,NYG,14,0.16,DAL,NYG,77,4.5,closed,matrixturf,,,0,0.16,,0,0,0,0,0,0,0,0.145,0.145,0,0,0,0,0,0,0,0,0,0,0,0,0,36.25,0,4.5,6.1,20.54,5.15,0.920.31,22.38,2,0,275,1
DAL,RB,Hunter Luepke,73,236,00-0038738,2,8,,,,,,,,,0,,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,-0.51,0,0,0,35,35,31,DEN,13,0.18,DEN,DAL,68,3.5,outdoors,grass,67,4,1,0.18,0.032258065,1,0,0.2,0,1.333333333,1,0.333333333,0.203333333,0.21,-0.006666667,3.4,1.828571429,1.571428571,0.333333333,0.142857143,0.19047619,2,0,0,0,0,0,35.75,1,3.5,4.72,19.77,5.38,0.850.23,19.15,2,0,275,1
DAL,RB,Hunter Luepke,73,236,00-0038738,2,6,,,,,,,,,0,,0,,,,,0,0,2,0,0,-3,0,2,0,7,0,0,1,0,0,0,0,0,-1.81,0,0,0.4,0,34,34,19,CAR,15,0.27,CAR,DAL,57,-3,outdoors,grass,68,15,2,0.27,0,6,1,8.7,1,1.666666667,0.833333333,0.833333333,0.283333333,0.21,0.073333333,3.766666667,1.883333333,1.883333333,0.333333333,0.166666667,0.166666667,0,0,0,0,1,3.5,27,0,3,4.72,19.77,5.38,0.850.23,19.15,2,0,275,1
